Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,avg_shipping_time,daily_order_volume,monthly_stock_variation,regional_sales_growth,market_competition_index,transportation_cost,fuel_price_index,ad_campaign_effectiveness
WH_121888,EID_71888,Rural,Small,North,Zone 6,7,1,3,4079,Company Owned,42,0,0,1,254,35.0,2010.0,22,1,A+,2,13,30094,8.77,153,0.17,1.1,4,267.4069432894609,101.58500289894307,1.1
WH_113904,EID_63904,Rural,Large,North,Zone 5,0,0,3,4790,Rented,60,0,0,1,250,32.0,,25,0,A+,4,5,31133,5.64,422,0.17,1.11,4,263.19581032427254,90.72425621604243,1.18
WH_103591,EID_53591,Rural,Mid,North,Zone 2,8,0,5,3853,Rented,62,0,0,1,112,26.0,1999.0,18,0,C,3,12,22095,2.58,496,0.16,1.14,2,117.91172302527409,92.5762800120409,0.94
WH_121335,EID_71335,Rural,Large,North,Zone 5,7,1,2,4692,Rented,21,0,0,1,102,32.0,,14,1,A+,2,14,18073,6.93,57,0.11,1.02,8,107.3838906123032,106.1300884431648,0.88
WH_103905,EID_53905,Rural,Mid,West,Zone 3,1,0,4,4372,Rented,70,0,0,1,148,26.0,,5,0,A+,6,19,7059,5.36,110,0.15,1.15,4,155.81191971196932,73.54078096138075,1.36
WH_102446,EID_52446,Rural,Large,North,Zone 5,0,0,5,4056,Company Owned,33,0,0,1,159,24.0,,25,0,C,2,14,31128,3.33,460,-0.09,1.12,3,167.39253536623733,82.47961462233924,1.14
WH_107720,EID_57720,Rural,Mid,North,Zone 4,4,3,2,6891,Company Owned,20,0,0,1,173,45.0,,17,0,C,4,26,22063,5.99,256,-0.13,1.06,2,182.1315007443966,118.43451945598908,1.14
WH_119957,EID_69957,Rural,Mid,West,Zone 3,5,1,5,4451,Rented,50,0,0,0,114,17.0,1999.0,34,0,C,5,19,44057,8.89,218,0.18,1.08,8,120.01728950786828,100.42722669552128,1.11
WH_117410,EID_67410,Rural,Small,North,Zone 1,4,0,3,6636,Company Owned,68,0,0,1,208,44.0,1997.0,24,1,A,3,31,34142,3.19,319,0.03,1.12,7,218.97891418979475,86.23689614458456,0.97
WH_114023,EID_64023,Rural,Large,South,Zone 5,8,1,2,4656,Rented,51,0,0,1,182,32.0,2003.0,27,0,B+,3,25,33068,2.95,111,0.17,1.03,2,191.6065499160704,72.91665196680349,1.16
WH_117811,EID_67811,Rural,Mid,West,Zone 4,3,0,9,5196,Company Owned,27,0,0,1,256,48.0,1999.0,28,0,A,2,26,37082,2.46,296,0.1,1.09,8,269.51250977205507,92.37834894609838,1.2
WH_115331,EID_65331,Rural,Large,West,Zone 5,4,0,3,5096,Rented,32,0,0,1,235,29.0,2010.0,21,0,C,6,14,29122,9.44,369,0.09,1.04,8,247.40406170481617,109.38877009777198,1.14
WH_109416,EID_59416,Rural,Small,South,Zone 6,7,0,2,4478,Rented,40,0,0,0,176,16.0,2003.0,33,0,A,5,2,45123,6.38,337,-0.05,1.06,5,185.28985046828785,109.97127160746892,1.15
WH_107092,EID_57092,Rural,Small,East,Zone 6,1,1,6,8578,Company Owned,15,0,0,1,114,23.0,,6,0,C,2,15,7151,7.2,126,-0.08,1.14,9,120.01728950786828,88.73656439553636,1.18
WH_121021,EID_71021,Rural,Large,North,Zone 5,4,0,4,4030,Company Owned,54,1,0,1,76,33.0,2000.0,39,1,A+,3,17,55144,7.42,65,0.09,1.11,6,80.01152633857885,101.40417275543544,1.11
WH_102056,EID_52056,Rural,Large,North,Zone 5,7,0,4,3573,Company Owned,56,0,0,0,227,24.0,2013.0,20,0,C,5,14,26103,5.16,444,-0.16,1.09,4,238.98179577443943,75.311992455522,1.1
WH_124500,EID_74500,Rural,Large,South,Zone 6,0,0,2,4285,Rented,33,0,0,0,75,19.0,,22,0,A,5,23,28139,2.96,199,-0.09,1.02,8,78.95874309728175,92.30449448262976,1.19
WH_102304,EID_52304,Rural,Small,West,Zone 6,8,0,4,4624,Company Owned,20,0,0,1,118,33.0,2004.0,26,1,B+,2,9,31059,9.39,269,-0.16,1.03,2,124.22842247305664,113.63700261573771,0.89
WH_119683,EID_69683,Rural,Mid,West,Zone 3,5,0,4,3442,Rented,29,0,0,1,181,45.0,2005.0,25,1,A+,5,19,32089,9.31,483,-0.03,1.06,9,190.5537666747733,113.08328361361832,0.9
WH_104553,EID_54553,Rural,Small,West,Zone 6,8,2,2,3640,Rented,22,0,0,0,110,28.0,2014.0,10,0,A,5,2,13096,8.98,203,0.17,1.08,7,115.80615654267991,103.6301940124118,1.2
WH_124192,EID_74192,Rural,Small,West,Zone 6,8,0,3,4274,Rented,36,0,0,0,118,23.0,,15,1,A+,5,9,19135,4.86,56,0.07,1.11,2,124.22842247305664,79.18944568367931,0.98
WH_113745,EID_63745,Rural,Small,West,Zone 1,1,1,2,5911,Rented,15,0,0,1,129,32.0,,27,0,A,4,31,33146,3.87,110,0.17,1.03,1,135.8090381273246,84.12329746394863,1.15
WH_110085,EID_60085,Rural,Mid,West,Zone 2,5,0,5,4417,Company Owned,68,1,0,1,170,37.0,2021.0,4,1,C,3,12,6057,6.51,379,0.11,1.12,9,178.97315102050533,101.89873800574512,0.96
WH_108387,EID_58387,Rural,Large,North,Zone 6,0,0,3,5399,Company Owned,38,0,0,0,96,22.0,,15,0,B+,5,23,19064,4.0,168,-0.12,1.04,6,101.06719116452064,113.30877494804407,1.06
WH_121349,EID_71349,Rural,Mid,South,Zone 2,2,0,2,5307,Company Owned,22,0,0,1,168,19.0,,23,1,B+,4,32,28099,6.02,69,-0.15,1.15,5,176.86758453791114,99.40645179737184,0.99
WH_124285,EID_74285,Rural,Large,North,Zone 6,5,3,4,4387,Company Owned,31,0,0,0,75,26.0,2018.0,6,1,A+,5,29,8150,4.73,325,-0.11,1.05,5,78.95874309728175,70.84940876806182,1.0
WH_115145,EID_65145,Rural,Mid,South,Zone 4,7,0,2,5175,Company Owned,68,0,0,1,68,23.0,,26,1,A+,5,26,35098,10.0,83,0.18,1.04,9,71.58926040820212,116.35779755196523,1.0
WH_105346,EID_55346,Rural,Mid,West,Zone 4,1,0,4,6798,Company Owned,54,0,1,1,174,29.0,,24,0,C,3,26,31115,1.13,399,-0.04,1.08,5,183.18428398569367,77.88948960036197,1.3
WH_100641,EID_50641,Rural,Small,South,Zone 6,6,0,3,4354,Company Owned,52,0,0,1,236,28.0,2023.0,0,0,,0,15,6130,3.9,279,-0.09,1.06,5,248.45684494611328,76.58495588724303,1.04
WH_109091,EID_59091,Rural,Small,North,Zone 6,8,1,5,3887,Company Owned,49,0,0,1,103,29.0,,4,0,B+,6,9,4093,1.64,440,0.12,1.05,8,108.43667385360028,72.24467511537634,1.18
WH_105361,EID_55361,Rural,Large,West,Zone 5,3,0,3,4087,Company Owned,70,0,0,1,98,27.0,2013.0,14,0,B,5,14,18129,3.05,120,-0.11,1.04,9,103.17275764711484,107.00978520982586,0.88
WH_104427,EID_54427,Rural,Mid,North,Zone 2,5,0,4,3255,Company Owned,38,0,0,1,84,29.0,2015.0,12,1,A,4,18,16078,1.87,463,0.05,1.13,2,88.43379226895557,85.93924764633464,1.27
WH_118530,EID_68530,Rural,Mid,South,Zone 3,0,0,2,5389,Company Owned,34,0,0,1,77,38.0,,11,0,A+,2,27,14103,1.4,110,0.15,1.15,4,81.06430957987594,76.44208661315872,0.98
WH_101896,EID_51896,Rural,Mid,North,Zone 4,7,1,3,3315,Rented,20,0,1,1,124,27.0,,5,0,B+,2,26,6088,6.54,217,0.19,1.06,8,130.54512192083916,94.44336235054077,1.18
WH_120298,EID_70298,Rural,Large,North,Zone 5,3,1,2,3570,Rented,42,0,0,0,261,18.0,2022.0,0,0,,0,24,4126,8.69,418,0.06,1.03,7,274.77642597854054,114.94783773338776,1.23
WH_113670,EID_63670,Rural,Large,North,Zone 6,7,0,4,5494,Rented,29,0,0,0,110,15.0,2012.0,14,1,A+,1,28,18146,2.48,69,-0.13,1.09,4,115.80615654267991,84.15493450672628,1.02
WH_104429,EID_54429,Rural,Large,West,Zone 5,8,0,4,4570,Company Owned,52,0,0,1,59,33.0,2002.0,18,0,C,3,10,23060,8.18,451,0.13,1.12,5,62.11421123652832,85.98300176747598,1.01
WH_115304,EID_65304,Rural,Large,North,Zone 6,5,0,3,5601,Rented,59,0,0,1,105,35.0,1996.0,31,0,C,3,28,42129,6.88,187,0.06,1.07,8,110.54224033619448,80.27114290982534,0.94
WH_118806,EID_68806,Rural,Small,South,Zone 1,0,3,2,7257,Company Owned,62,0,0,1,146,31.0,,22,0,C,6,16,28109,9.87,94,0.11,1.12,9,153.70635322937517,97.13979387861336,0.9
WH_103774,EID_53774,Rural,Small,West,Zone 6,3,4,4,4942,Company Owned,51,0,0,1,155,21.0,,12,1,A+,4,15,16083,6.93,312,0.16,1.07,5,163.18140240104896,110.42399049730578,1.2
WH_114097,EID_64097,Rural,Mid,North,Zone 3,6,3,2,5252,Company Owned,39,1,0,1,209,39.0,,16,1,A,3,27,21056,9.77,392,-0.0,1.02,6,220.03169743109183,74.18724776770533,0.84
WH_111508,EID_61508,Rural,Large,West,Zone 5,0,0,5,4794,Company Owned,60,0,0,1,86,38.0,,23,0,B,6,25,29085,4.06,279,-0.16,1.05,1,90.53935875154976,91.13774275436084,0.93
WH_100216,EID_50216,Rural,Large,West,Zone 5,7,0,2,4975,Rented,19,0,0,1,101,45.0,2019.0,6,0,A,2,10,7099,3.93,397,-0.05,1.01,5,106.3311073710061,116.65110514058084,0.93
WH_124990,EID_74990,Rural,Small,South,Zone 1,3,0,3,4124,Rented,19,0,0,0,98,27.0,,26,1,A+,3,21,34098,5.83,349,-0.13,1.09,7,103.17275764711484,115.22754170370104,1.01
WH_105291,EID_55291,Rural,Large,North,Zone 6,1,0,4,5285,Company Owned,31,0,0,0,182,28.0,,29,0,C,2,28,37135,2.66,136,-0.06,1.11,1,191.6065499160704,106.95721689451594,1.26
WH_104221,EID_54221,Rural,Large,South,Zone 6,2,1,2,5555,Rented,24,0,0,1,145,21.0,,12,0,B+,4,29,14064,6.52,281,0.15,1.1,3,152.65356998807806,93.287505102529,1.1
WH_123600,EID_73600,Rural,Mid,North,Zone 3,6,0,4,3199,Company Owned,67,1,0,1,166,,2012.0,15,0,B,3,27,19070,5.87,174,0.1,1.12,5,174.76201805531696,96.62713144774692,1.26
WH_110494,EID_60494,Rural,Large,West,Zone 5,2,0,4,6799,Rented,69,0,0,0,248,15.0,,33,0,B,6,25,40113,6.51,369,-0.08,1.07,1,261.09024384167833,74.70020259910322,1.26
WH_122339,EID_72339,Rural,Mid,West,Zone 2,7,0,3,4677,Company Owned,54,0,0,1,212,26.0,2020.0,6,0,C,2,12,9112,8.91,275,0.12,1.02,2,223.1900471549831,113.30512228140974,0.91
WH_101615,EID_51615,Rural,Mid,West,Zone 4,4,4,2,4821,Company Owned,40,0,0,1,214,27.0,2020.0,6,0,A,1,11,8105,7.03,273,-0.11,1.12,3,225.29561363757728,80.64448086486439,1.27
WH_115697,EID_65697,Rural,Large,West,Zone 5,6,2,2,4546,Company Owned,70,1,0,1,196,26.0,1996.0,25,0,A,4,25,31086,7.37,65,-0.02,1.06,7,206.34551529422967,103.58354919337415,1.09
WH_116680,EID_66680,Rural,Large,North,Zone 6,7,0,4,2634,Rented,20,0,0,0,255,25.0,2019.0,6,0,A,1,6,8071,9.37,463,-0.11,1.07,1,268.45972653075796,94.31873991703308,1.2
WH_103973,EID_53973,Rural,Mid,West,Zone 4,8,1,2,8841,Company Owned,49,0,0,0,138,22.0,2005.0,30,1,A+,2,26,40145,7.38,280,-0.17,1.07,1,145.28408729899843,99.6915685971387,0.98
WH_105860,EID_55860,Urban,Mid,South,Zone 2,7,0,4,3389,Company Owned,16,0,0,1,251,26.0,2002.0,25,1,A+,5,32,32084,5.1,259,0.16,1.1,9,264.2485935655696,109.42764025623823,1.08
WH_113209,EID_63209,Rural,Large,North,Zone 6,2,0,4,4140,Rented,53,0,0,0,171,25.0,,11,0,C,2,28,14143,8.7,265,0.05,1.08,2,180.0259342618024,86.92155417226648,1.0
WH_120436,EID_70436,Rural,Mid,North,Zone 2,7,0,2,5415,Rented,41,0,0,0,124,18.0,2012.0,9,1,A,2,1,11070,3.67,489,0.06,1.13,5,130.54512192083916,111.57278357841214,1.15
WH_109790,EID_59790,Rural,Large,West,Zone 6,7,4,5,4018,Company Owned,18,0,0,1,217,30.0,2008.0,18,1,A+,4,23,24140,3.28,88,-0.13,1.11,5,228.45396336146857,84.36657232443969,1.17
WH_123401,EID_73401,Rural,Small,South,Zone 6,5,3,2,5853,Company Owned,65,0,0,1,189,24.0,,23,1,B+,3,2,28069,5.6,104,0.08,1.08,9,198.97603260515004,76.32793886826973,1.04
WH_118985,EID_68985,Rural,Small,North,Zone 6,7,0,3,5215,Company Owned,63,0,0,0,110,29.0,2017.0,14,1,B,1,9,18104,6.87,271,0.06,1.11,1,115.80615654267991,119.68361634834224,1.28
WH_101803,EID_51803,Rural,Mid,North,Zone 3,3,3,1,6055,Company Owned,35,0,0,1,211,35.0,,8,0,B,1,27,10072,3.67,388,0.07,1.07,9,222.137263913686,101.03842092077473,1.15
WH_122533,EID_72533,Rural,Small,South,Zone 1,0,0,3,6115,Rented,70,0,0,1,91,34.0,,6,0,A,1,21,8065,6.5,159,-0.13,1.07,6,95.8032749580352,85.27891393962331,1.07
WH_123701,EID_73701,Rural,Small,North,Zone 1,8,0,2,4197,Rented,60,0,0,1,168,32.0,1997.0,26,1,A,5,3,33103,3.71,179,-0.11,1.13,1,176.86758453791114,79.54153909258021,1.14
WH_118123,EID_68123,Rural,Small,North,Zone 6,2,0,4,4741,Rented,16,0,0,0,163,20.0,,30,0,B,3,13,37067,6.48,110,-0.09,1.11,5,171.6036683314257,97.961120546141,1.25
WH_101561,EID_51561,Urban,Mid,West,Zone 2,8,1,4,4075,Rented,36,0,0,1,212,35.0,,27,0,C,3,1,34059,3.13,421,0.08,1.12,8,223.1900471549831,86.29279270023233,0.96
WH_115389,EID_65389,Rural,Small,North,Zone 6,6,0,3,4510,Rented,30,0,0,1,177,29.0,1999.0,34,0,C,6,9,45141,9.08,395,-0.18,1.12,3,186.34263370958496,74.21971985551826,0.97
WH_120851,EID_70851,Rural,Large,South,Zone 5,6,1,2,4240,Company Owned,55,0,0,1,88,33.0,2017.0,11,0,B,5,14,13122,6.5,123,-0.1,1.12,4,92.64492523414393,119.492665169103,1.05
WH_111732,EID_61732,Rural,Mid,North,Zone 4,6,1,3,6393,Rented,51,0,0,0,137,23.0,2015.0,11,0,A,2,26,15110,3.76,459,-0.01,1.08,2,144.23130405770135,91.04080334217056,0.95
WH_113738,EID_63738,Rural,Large,West,Zone 5,1,1,3,7460,Company Owned,30,0,0,1,56,21.0,,19,0,A,3,14,24063,2.47,379,-0.03,1.09,7,58.95586151263704,94.4043592303386,1.02
WH_109924,EID_59924,Rural,Small,South,Zone 6,1,2,2,4848,Rented,31,1,0,1,118,,,13,0,C,3,9,16067,5.79,240,0.12,1.07,1,124.22842247305664,92.09297121769478,0.92
WH_116055,EID_66055,Rural,Large,West,Zone 6,8,2,4,5529,Company Owned,29,1,0,1,162,31.0,2015.0,13,1,A,3,23,17090,7.86,284,0.1,1.07,4,170.5508850901286,81.71823495010095,1.13
WH_108135,EID_58135,Rural,Small,West,Zone 6,4,1,2,6014,Company Owned,52,0,0,1,150,28.0,2002.0,20,0,B+,2,15,24073,1.57,468,-0.07,1.07,2,157.9174861945635,72.94208676417432,1.19
WH_100772,EID_50772,Rural,Large,North,Zone 6,8,1,4,5097,Rented,20,0,0,0,208,15.0,2012.0,21,0,B,1,23,25146,2.15,119,-0.17,1.12,4,218.97891418979475,97.11810861615072,1.08
WH_110289,EID_60289,Rural,Mid,South,Zone 2,7,2,2,4601,Rented,18,0,0,0,141,17.0,,14,0,C,5,12,18148,2.29,410,-0.14,1.04,9,148.4424370228897,81.28481556449044,0.9
WH_113219,EID_63219,Urban,Mid,South,Zone 2,1,0,4,5733,Company Owned,41,0,0,1,131,35.0,,17,0,A+,6,32,23124,4.24,375,0.13,1.15,8,137.9146046099188,98.32860794993124,1.12
WH_115272,EID_65272,Rural,Mid,North,Zone 3,6,0,2,5523,Rented,28,0,0,1,59,29.0,2021.0,5,1,C,1,27,7149,4.26,225,-0.07,1.12,2,62.11421123652832,86.46927459109132,1.02
WH_103597,EID_53597,Rural,Large,North,Zone 6,3,0,2,4887,Rented,60,0,0,0,124,20.0,2008.0,16,0,B,6,28,21119,5.97,384,-0.12,1.04,6,130.54512192083916,110.0248087474234,0.86
WH_100394,EID_50394,Rural,Large,North,Zone 5,1,3,4,4250,Company Owned,45,0,1,1,150,31.0,,17,0,B,6,17,19085,4.07,453,-0.11,1.04,3,157.9174861945635,83.09725190445832,1.01
WH_121622,EID_71622,Rural,Mid,West,Zone 2,3,0,4,4481,Company Owned,65,0,0,0,268,25.0,1996.0,26,1,B,5,12,31119,8.62,464,0.18,1.11,7,282.1459086676202,79.82191688926444,1.01
WH_103427,EID_53427,Rural,Small,North,Zone 1,4,2,2,3946,Company Owned,45,0,0,1,136,25.0,1996.0,15,1,A+,6,31,19128,6.62,246,-0.06,1.03,7,143.17852081640424,89.68534344117768,1.14
WH_123970,EID_73970,Rural,Large,North,Zone 5,5,0,4,4587,Company Owned,41,0,0,1,103,28.0,2009.0,20,0,A,3,14,25112,9.91,378,-0.08,1.1,9,108.43667385360028,84.78341869966059,1.22
WH_104402,EID_54402,Rural,Mid,West,Zone 4,8,0,3,4351,Rented,55,0,0,1,161,33.0,2016.0,14,1,A+,2,11,19094,3.21,113,-0.14,1.12,6,169.4981018488315,81.27856281580465,1.11
WH_104948,EID_54948,Rural,Large,North,Zone 6,7,3,3,4701,Rented,29,0,0,1,224,30.0,2012.0,19,0,B,2,23,22151,8.25,54,0.14,1.02,4,235.82344605054817,116.12013010597651,0.82
WH_105125,EID_55125,Urban,Small,South,Zone 1,7,0,2,5936,Rented,53,0,0,0,231,,,14,1,A+,4,31,18098,6.49,283,0.13,1.05,5,243.1929287396278,77.75181921113374,1.02
WH_124414,EID_74414,Rural,Mid,West,Zone 4,3,0,3,2165,Rented,54,0,0,1,86,27.0,1998.0,33,1,C,5,11,47070,8.15,355,-0.15,1.02,9,90.53935875154976,70.92653982550401,0.98
WH_121539,EID_71539,Rural,Mid,North,Zone 2,6,0,2,4821,Rented,21,0,0,1,135,25.0,,5,0,A,1,1,7059,8.36,266,-0.03,1.11,7,142.12573757510717,106.9694367845353,1.26
WH_121220,EID_71220,Rural,Small,North,Zone 1,8,0,3,5522,Rented,21,0,0,0,114,27.0,1998.0,15,1,B+,3,21,18135,3.72,465,-0.01,1.1,7,120.01728950786828,85.76462565740927,1.0
WH_118252,EID_68252,Rural,Mid,West,Zone 4,4,0,4,5669,Company Owned,15,0,0,1,57,20.0,2002.0,23,0,C,3,26,29056,7.04,76,-0.03,1.14,8,60.008644753934135,96.53502345369732,1.19
WH_122423,EID_72423,Rural,Large,North,Zone 5,8,0,3,8572,Rented,29,0,0,1,233,23.0,2011.0,21,1,B+,2,24,26140,1.82,67,-0.14,1.04,5,245.298495222222,114.87375130473949,1.22
WH_113766,EID_63766,Rural,Mid,West,Zone 4,7,3,2,4148,Company Owned,27,0,1,1,118,28.0,,6,1,C,4,11,8095,1.78,277,0.11,1.07,7,124.22842247305664,102.90144003563202,0.93
WH_105717,EID_55717,Rural,Mid,North,Zone 3,3,0,4,4014,Rented,37,0,0,0,81,17.0,2011.0,20,0,A,2,19,25062,3.73,360,-0.15,1.11,9,85.2754425450643,112.53460580248792,1.07
WH_102029,EID_52029,Rural,Mid,North,Zone 3,0,0,2,7059,Rented,26,0,1,0,128,31.0,,22,0,B+,6,27,27101,6.89,86,-0.02,1.08,6,134.7562548860275,100.71152476711502,0.96
WH_119864,EID_69864,Rural,Small,South,Zone 1,5,0,2,4578,Company Owned,42,0,0,1,171,43.0,,4,0,C,3,21,5115,7.96,447,-0.18,1.06,3,180.0259342618024,101.05878448342358,0.93
WH_124799,EID_74799,Rural,Large,North,Zone 6,3,0,4,4227,Rented,33,0,0,1,159,34.0,2017.0,11,1,A+,6,28,15073,8.77,367,0.12,1.05,9,167.39253536623733,71.0214890246574,1.12
WH_102057,EID_52057,Rural,Large,West,Zone 5,3,1,3,6722,Company Owned,60,0,0,0,80,31.0,2001.0,14,0,C,3,14,17118,4.71,160,0.01,1.13,4,84.22265930376722,99.26430480394455,1.23
WH_115862,EID_65862,Rural,Small,North,Zone 1,2,0,4,4326,Company Owned,57,0,0,1,173,29.0,,27,0,C,6,21,34095,6.29,237,0.11,1.08,1,182.1315007443966,78.13698778773563,0.94
WH_115510,EID_65510,Rural,Mid,West,Zone 4,1,0,3,4987,Company Owned,59,0,0,0,90,30.0,,6,0,A,1,11,8058,3.63,370,0.09,1.01,1,94.75049171673813,90.70326995744598,1.02
WH_124487,EID_74487,Rural,Large,North,Zone 5,7,0,3,4358,Company Owned,47,0,0,0,132,15.0,2004.0,22,0,B,2,25,28067,8.77,81,-0.01,1.07,3,138.9673878512159,102.60031662878846,1.16
WH_103994,EID_53994,Rural,Large,North,Zone 5,1,0,3,6617,Company Owned,33,0,0,0,201,32.0,,5,0,B+,1,25,6105,5.43,383,-0.0,1.07,1,211.60943150071512,74.2556294891946,1.16
WH_107562,EID_57562,Rural,Mid,West,Zone 4,6,0,2,4039,Company Owned,54,0,0,1,254,26.0,2020.0,7,0,A,3,11,9098,2.02,370,0.11,1.04,5,267.4069432894609,84.5644461400633,1.05
WH_124418,EID_74418,Rural,Mid,North,Zone 3,5,1,4,5352,Company Owned,16,0,0,1,178,33.0,1997.0,28,0,A,2,27,37059,9.49,359,0.2,1.09,4,187.39541695088204,100.2916434832086,1.3
WH_116950,EID_66950,Rural,Large,North,Zone 5,8,1,3,5864,Company Owned,46,0,0,0,67,27.0,2011.0,18,0,A,6,24,24145,9.62,86,0.1,1.06,2,70.53647716690504,119.97141913537996,0.9
WH_124631,EID_74631,Rural,Large,North,Zone 6,1,0,2,5289,Rented,15,0,0,1,98,50.0,,12,0,C,2,28,17117,9.34,167,-0.15,1.14,2,103.17275764711484,91.8944840526795,0.99
WH_122418,EID_72418,Rural,Large,West,Zone 5,4,1,2,5798,Company Owned,48,0,0,1,175,23.0,,15,1,A,4,14,20056,6.11,375,-0.07,1.12,1,184.23706722699075,73.4569308414991,1.28
WH_119622,EID_69622,Rural,Large,South,Zone 5,3,1,5,5906,Company Owned,30,0,0,0,116,32.0,2014.0,12,1,B,1,14,15121,3.56,329,-0.01,1.1,2,122.12285599046244,95.24254319064062,1.23
WH_100494,EID_50494,Urban,Large,North,Zone 6,1,0,2,5747,Company Owned,27,0,0,1,135,39.0,,37,0,B+,4,6,46070,5.17,413,0.13,1.13,2,142.12573757510717,81.2011046271549,1.34
WH_116793,EID_66793,Rural,Mid,West,Zone 4,3,0,3,4609,Rented,67,0,0,0,114,19.0,2013.0,11,0,A,4,11,14069,7.35,361,-0.16,1.14,3,120.01728950786828,103.8615031518406,1.34
WH_102816,EID_52816,Rural,Small,West,Zone 6,1,0,4,5126,Company Owned,65,0,0,1,186,29.0,,11,0,B,4,2,14069,5.49,423,0.12,1.08,6,195.81768288125875,85.10593398690871,1.12
WH_108938,EID_58938,Rural,Large,South,Zone 5,6,0,2,4478,Company Owned,23,0,0,1,249,31.0,2019.0,7,0,C,3,25,9077,4.5,357,0.19,1.13,1,262.14302708297544,102.96940540376616,1.18
WH_121696,EID_71696,Rural,Mid,North,Zone 4,8,0,3,6519,Company Owned,31,0,0,1,64,32.0,2014.0,17,0,C,3,26,23134,5.66,430,-0.15,1.05,3,67.37812744301377,101.6769843812575,1.1
WH_118124,EID_68124,Urban,Mid,North,Zone 4,5,0,3,6523,Company Owned,55,0,0,0,212,20.0,2006.0,25,0,A,5,26,31063,4.29,114,0.03,1.05,5,223.1900471549831,98.80217661885128,0.94
WH_116833,EID_66833,Rural,Large,West,Zone 6,2,0,4,6017,Rented,44,0,0,1,61,32.0,,25,0,A,4,23,34126,8.55,72,0.15,1.12,6,64.21977771912249,72.85286154288345,1.34
WH_104098,EID_54098,Rural,Small,South,Zone 1,4,0,2,4664,Rented,24,0,0,1,237,43.0,2015.0,9,0,B,6,21,10108,3.33,319,-0.05,1.02,6,249.50962818741036,113.8845287616894,0.9
WH_124363,EID_74363,Rural,Small,West,Zone 6,3,3,4,4616,Company Owned,36,0,0,1,58,32.0,2021.0,5,0,C,2,15,6093,2.9,356,-0.15,1.12,2,61.06142799523123,111.78803319361128,1.08
WH_107501,EID_57501,Rural,Mid,West,Zone 4,6,0,2,5596,Company Owned,24,0,0,1,58,22.0,2004.0,23,0,B+,5,11,26092,8.5,87,0.12,1.02,1,61.06142799523123,89.58129361338918,0.99
WH_114810,EID_64810,Rural,Large,West,Zone 6,3,0,4,4979,Company Owned,22,0,0,1,169,34.0,2012.0,20,1,A+,4,23,26146,3.29,337,0.04,1.07,6,177.92036777920822,83.24578844377281,0.89
WH_109646,EID_59646,Rural,Mid,North,Zone 4,3,1,3,5721,Rented,57,0,0,1,167,30.0,1998.0,24,0,B,5,26,29084,8.04,64,0.03,1.07,6,175.81480129661404,76.91746928910278,0.89
WH_114628,EID_64628,Rural,Small,South,Zone 6,0,0,3,4975,Rented,70,0,0,1,129,50.0,,0,0,,0,2,3123,6.9,125,-0.09,1.01,3,135.8090381273246,79.25410150362224,1.17
WH_124668,EID_74668,Rural,Mid,South,Zone 2,5,0,3,3225,Company Owned,33,0,0,0,246,29.0,2015.0,20,0,B,2,22,24086,4.31,288,0.04,1.07,2,258.9846773590842,92.1841331997289,1.19
WH_118374,EID_68374,Urban,Small,North,Zone 6,0,0,3,4862,Company Owned,64,0,0,1,176,26.0,,20,0,C,5,8,26138,2.86,207,0.04,1.12,6,185.28985046828785,104.7844532275715,1.22
WH_102288,EID_52288,Rural,Large,South,Zone 5,1,0,2,6309,Rented,41,0,0,0,161,20.0,,18,0,C,4,25,23144,5.34,125,-0.02,1.1,5,169.4981018488315,85.29392639888565,0.91
WH_119347,EID_69347,Rural,Large,North,Zone 6,6,1,4,4664,Company Owned,16,0,0,1,205,23.0,2020.0,6,1,C,2,28,8114,6.25,154,0.05,1.03,8,215.82056446590343,72.23991727178358,1.15
WH_101408,EID_51408,Rural,Small,South,Zone 1,4,1,3,7599,Rented,57,0,0,0,213,14.0,2004.0,30,0,A,6,16,39079,6.27,376,0.07,1.03,1,224.2428303962802,80.40697501285301,0.93
WH_119083,EID_69083,Rural,Large,West,Zone 6,7,0,4,4268,Rented,51,0,0,0,91,26.0,2018.0,5,1,A+,5,23,7067,8.46,130,-0.03,1.02,2,95.8032749580352,113.60311928977606,0.87
WH_115912,EID_65912,Rural,Mid,West,Zone 3,3,0,4,4091,Company Owned,23,0,0,0,220,20.0,2000.0,30,0,C,2,19,40065,8.11,305,0.05,1.09,1,231.61231308535983,87.61070888053916,1.15
WH_111217,EID_61217,Rural,Large,North,Zone 6,4,0,3,8228,Rented,53,0,0,0,246,18.0,2020.0,6,1,C,2,23,7089,7.01,132,0.09,1.04,9,258.9846773590842,115.21144256004808,0.97
WH_108153,EID_58153,Rural,Large,North,Zone 6,7,0,3,3026,Company Owned,39,0,0,1,184,29.0,,12,0,B+,4,6,14104,9.49,255,-0.15,1.08,5,193.7121163986646,81.02353312325039,1.24
